promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty
maps,middle east,1920,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1920,1
maps,middle east,1920,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1920,1
maps,middle east,1920,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1920,1
maps,middle east,20 BCE,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 20 BCE,1
maps,middle east,20 BCE,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 20 BCE,1
maps,middle east,20 BCE,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 20 BCE,1
maps,middle east,20 BCE,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 20 BCE,1
maps,middle east,1947,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1947,1
maps,middle east,1947,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1947,1
maps,middle east,1947,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1947,1
maps,middle east,1947,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1947,1
maps,middle east,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1914,1
maps,middle east,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1914,1
maps,middle east,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1914,1
maps,middle east,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1914,1
maps,middle east,1948,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1948,1
maps,middle east,1948,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1948,1
maps,middle east,1948,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1948,1
maps,middle east,1948,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1948,1
maps,middle east,1946,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1946,1
maps,middle east,1946,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1946,1
maps,middle east,1946,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1946,1
maps,middle east,1946,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1946,1
maps,north africa,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north africa as it was in 1914,1
maps,north africa,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north africa as it was in 1914,1
maps,north africa,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north africa as it was in 1914,1
maps,north africa,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north africa as it was in 1914,1
maps,north africa,1942,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north africa as it was in 1942,1
maps,north africa,1942,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north africa as it was in 1942,1
maps,north africa,1942,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north africa as it was in 1942,1
maps,north africa,1942,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north africa as it was in 1942,1
maps,south africa,1900,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south africa as it was in 1900,1
maps,south africa,1900,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south africa as it was in 1900,1
maps,south africa,1900,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south africa as it was in 1900,1
maps,south africa,1900,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south africa as it was in 1900,1
maps,europe,1991,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1991,1
maps,europe,1991,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1991,1
maps,europe,1991,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1991,1
maps,europe,1991,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1991,1
maps,africa,1960,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of africa as it was in 1960,1
maps,africa,1960,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of africa as it was in 1960,1
maps,africa,1960,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of africa as it was in 1960,1
maps,africa,1960,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of africa as it was in 1960,1
maps,usa,1803,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1803,1
maps,usa,1803,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1803,1
maps,usa,1803,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1803,1
maps,usa,1803,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1803,1
maps,south america,1823,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south america as it was in 1823,1
maps,south america,1823,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south america as it was in 1823,1
maps,south america,1823,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south america as it was in 1823,1
maps,south america,1823,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south america as it was in 1823,1
maps,asia,1947,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of asia as it was in 1947,1
maps,asia,1947,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of asia as it was in 1947,1
maps,asia,1947,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of asia as it was in 1947,1
maps,asia,1947,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of asia as it was in 1947,1
maps,southeast asia,1949,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of southeast asia as it was in 1949,1
maps,southeast asia,1949,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of southeast asia as it was in 1949,1
maps,southeast asia,1949,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of southeast asia as it was in 1949,1
maps,southeast asia,1949,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of southeast asia as it was in 1949,1
maps,southeast asia,1965,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of southeast asia as it was in 1965,1
maps,southeast asia,1965,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of southeast asia as it was in 1965,1
maps,southeast asia,1965,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of southeast asia as it was in 1965,1
maps,southeast asia,1965,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of southeast asia as it was in 1965,1
maps,central asia,1991,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of central asia as it was in 1991,1
maps,central asia,1991,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of central asia as it was in 1991,1
maps,central asia,1991,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of central asia as it was in 1991,1
maps,central asia,1991,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of central asia as it was in 1991,1
