promptcategory,timecategory,imperative,temporalvalue,daytimevalue,place,prompt,difficulty,prompttemplate,expectedValue
Seasonality,Date,Create,12/06/1938,,a forest,Create a photorealistic image of a forest in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,12/25/1998,,a forest,Create a photorealistic image of a forest in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Daytime,Daytime,Create,,morning,a forest,Create a photorealistic image of a forest in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Create,,evening,a forest,Create a photorealistic image of a forest in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows"
Daytime,Daytime,Create,,6am,a forest,Create a photorealistic image of a forest in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Create,,6pm,a forest,Create a photorealistic image of a forest in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen"
Seasonality,Month,Create,january,,a landscape,Create a photorealistic image of a landscape in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Create,february,,a landscape,Create a photorealistic image of a landscape in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Create,march,,a landscape,Create a photorealistic image of a landscape in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Create,april,,a landscape,Create a photorealistic image of a landscape in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Create,may,,a landscape,Create a photorealistic image of a landscape in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Create,june,,a landscape,Create a photorealistic image of a landscape in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Create,july,,a landscape,Create a photorealistic image of a landscape in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Create,august,,a landscape,Create a photorealistic image of a landscape in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Create,september,,a landscape,Create a photorealistic image of a landscape in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Create,november,,a landscape,Create a photorealistic image of a landscape in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Create,december,,a landscape,Create a photorealistic image of a landscape in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Season,Create,spring,,a landscape,Create a photorealistic image of a landscape in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Season,Create,summer,,a landscape,Create a photorealistic image of a landscape in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Season,Create,fall,,a landscape,Create a photorealistic image of a landscape in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Season,Create,winter,,a landscape,Create a photorealistic image of a landscape in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,01/21/1707,,a landscape,Create a photorealistic image of a landscape in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,01/14/1753,,a landscape,Create a photorealistic image of a landscape in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,02/08/1707,,a landscape,Create a photorealistic image of a landscape in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,02/21/1797,,a landscape,Create a photorealistic image of a landscape in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Create,03/01/1742,,a landscape,Create a photorealistic image of a landscape in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,03/05/1796,,a landscape,Create a photorealistic image of a landscape in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,04/16/1712,,a landscape,Create a photorealistic image of a landscape in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,04/03/1785,,a landscape,Create a photorealistic image of a landscape in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,05/29/1713,,a landscape,Create a photorealistic image of a landscape in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,05/10/1757,,a landscape,Create a photorealistic image of a landscape in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Create,06/02/1711,,a landscape,Create a photorealistic image of a landscape in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,06/10/1753,,a landscape,Create a photorealistic image of a landscape in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,07/17/1746,,a landscape,Create a photorealistic image of a landscape in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,07/15/1785,,a landscape,Create a photorealistic image of a landscape in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,08/25/1720,,a landscape,Create a photorealistic image of a landscape in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,08/22/1773,,a landscape,Create a photorealistic image of a landscape in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Create,09/06/1728,,a landscape,Create a photorealistic image of a landscape in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Create,09/25/1799,,a landscape,Create a photorealistic image of a landscape in europe on 09/25/1799 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Create,10/27/1745,,a landscape,Create a photorealistic image of a landscape in europe on 10/27/1745 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
